sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr
H3K4me1_TDH_BP/samples/bcell/ERS206573/problems/chr1:149509645-205922707,3623810,1.0069375074155775,100,1,33.36171257281382,26.07481846948632,13.0,1113.0038657910438,0,1114,1114,25.0,4.36145500373206,75.33534132281147,3598844,668,6.0,13.0,31.0,0.99949859652096
H3K4me1_TDH_BP/samples/bcell/ERS206573/problems/chr2:162200000-234003741,4142139,1.003393303167947,58,1,25.78955890355612,20.24215577408862,11.0,665.1013484399907,0,403,403,15.0,2.591196793008069,8.198129806840466,4128132,376,6.0,11.0,21.0,0.9992188154737996
H3K4me1_TDH_BP/samples/bcell/ERS206573/problems/chr2:16329724-21153113,276983,1.002922049707433,18,1,27.24400735459269,20.65132143516658,11.0,742.2359367371006,0,215,215,15.0,2.632255840919737,7.610475095874941,276177,216,6.0,11.0,21.0,0.9993034747973056
H3K4me1_TDH_BP/samples/bcell/ERS206573/problems/chr3:60000-66170270,4150332,1.0039972828926742,67,1,30.18707891573834,24.386766780951906,12.0,911.2597334650144,0,246,246,22.0,2.179424811811588,4.939131150877527,4133809,247,6.0,12.0,28.0,0.9994264158658
H3K4me1_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,6097922,1.004316408842709,68,1,21.63555073535724,16.99133457351012,10.0,468.0970556222173,0,223,223,13.0,2.8436468916814497,9.531585930218272,6071715,224,5.0,10.0,18.0,0.9988716323801812
H3K4me1_TDH_BP/samples/bcell/ERS206573/problems/chr5:91686128-138787073,2650540,1.0044763992347827,72,1,26.04901485229946,20.063916756893185,11.0,678.5511747753179,0,264,264,15.0,2.6169798495678345,7.778618826786033,2638729,265,6.0,11.0,21.0,0.9992256411582646
H3K4me1_TDH_BP/samples/bcell/ERS353040/problems/chr1:149509645-205922707,4181827,1.0065258402864794,74,1,20.226832226090654,17.8198675480749,12.0,409.1247419024194,0,923,923,13.0,6.512971916326998,168.27323040352445,4154715,599,7.0,12.0,20.0,0.9986563659117428
H3K4me1_TDH_BP/samples/bcell/ERS353040/problems/chr2:162200000-234003741,5105866,1.0038852913968548,62,1,15.558991149137634,15.258521548705437,11.0,242.08220557894325,0,381,381,12.0,3.1797641062685487,17.036368177355985,5086106,355,6.0,11.0,18.0,0.9978421345486196
H3K4me1_TDH_BP/samples/bcell/ERS353040/problems/chr2:16329724-21153113,323283,1.0034453538937156,37,1,15.75832468860509,14.620658401981538,11.0,248.3247969915007,0,178,178,11.0,3.3219876665759,14.761345698752848,322174,179,6.0,11.0,17.0,0.9979032278690584
H3K4me1_TDH_BP/samples/bcell/ERS353040/problems/chr3:60000-66170270,4797079,1.004183505704514,77,1,17.544047922850943,16.6909776757632,12.0,307.79361751929054,0,200,200,12.0,2.7584150447761058,9.881898816097571,4777095,201,7.0,12.0,19.0,0.9982914456823097
H3K4me1_TDH_BP/samples/bcell/ERS353040/problems/chr4:75452279-190000000,7825554,1.004813131470715,65,1,12.872587168530623,13.648396457658958,11.0,165.7035004114193,0,205,205,10.0,3.1682097554711803,15.172837283624178,7788070,206,6.0,11.0,16.0,0.9968072258441412
H3K4me1_TDH_BP/samples/bcell/ERS353040/problems/chr5:91686128-138787073,3300168,1.0052599835511289,73,1,15.246113160690118,14.981888275034796,11.0,232.4439665085684,0,182,182,11.0,3.124181163611649,13.665930162598473,3282901,183,6.0,11.0,17.0,0.9976985451557824
H3K4me1_TDH_BP/samples/burkitt/ERS333897/problems/chr1:149509645-205922707,4370160,1.0074051944243894,91,1,33.295009312204286,25.458820660128072,13.0,1108.55764509977,0,329,329,17.0,2.744762747228972,8.680275223821184,4338037,330,8.0,13.0,25.0,0.9995039891823976
H3K4me1_TDH_BP/samples/burkitt/ERS333897/problems/chr2:162200000-234003741,4473783,1.0036734344997285,83,1,19.71303329639836,16.164987739516896,10.0,388.60368174491015,0,218,218,11.0,3.153769530551613,12.284367006003167,4457410,219,6.0,10.0,17.0,0.9986582574778308
H3K4me1_TDH_BP/samples/burkitt/ERS333897/problems/chr2:16329724-21153113,281992,1.0030947417847056,27,1,19.33843815209259,15.48064014683964,10.0,373.9751901623103,0,188,188,10.0,3.17061448766079,12.051361856317572,281123,189,6.0,10.0,16.0,0.9986214697954422
H3K4me1_TDH_BP/samples/burkitt/ERS333897/problems/chr3:60000-66170270,4307820,1.0042737035282532,60,1,24.87526385496969,19.58500161674269,11.0,618.7787518543616,0,244,244,14.0,2.7375919939591413,8.593502766527156,4289489,245,6.0,11.0,20.0,0.9991504244620822
