sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF131OQD/problems/chr5:100000-17500000,315470,1.0034352237666593,4,1,1.109774107675386,1.3118950606092414,1.0,1.2315985700666991,0,17,17,1.0,1.1167709022455183,2.645521503825504,314391,18,1.0,1.0,2.0,0.5897800459707043
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF131OQD/problems/chr6:60000-58087659,1195400,1.0041479694437958,5,1,1.1995612515863223,1.4469655923787637,1.0,1.438947196307344,0,13,13,1.0,1.1179430842872051,2.178965016110732,1190463,14,1.0,1.0,2.0,0.6481056493094328
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF131OQD/problems/chr6:62178589-95680543,645156,1.0034279386330551,6,1,1.0894447727290557,1.329778381934605,1.0,1.1868899128266632,0,10,10,1.0,0.9417848272518916,1.3522489161534446,642953,11,1.0,1.0,2.0,0.5742869745731091
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF131OQD/problems/chr7:62500000-74715724,207694,1.0040996683523007,6,1,1.208338240762599,1.428335919786122,1.0,1.4600813040892529,0,10,10,1.0,1.132877071797498,1.9707307145649349,206847,11,1.0,1.0,2.0,0.6531687184064618
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF131OQD/problems/chr8:48135599-86500000,722796,1.0033704995224664,5,1,1.1368964205423502,1.3186353105144724,1.0,1.2925334710420082,0,56,56,1.0,3.653058700887315,102.66849832117856,720369,54,1.0,1.0,2.0,0.6091856175083006
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF131OQD/problems/chr8:87000000-142766515,1104397,1.0034435543295654,5,1,1.1168015955396782,1.3603399212071874,1.0,1.2472458037999707,0,11,11,1.0,0.9885217078188424,1.5586158617958987,1100608,12,1.0,1.0,2.0,0.5948828801788708
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF654ZIL/problems/chr5:100000-17500000,546791,1.005918237443292,7,1,1.4846057639842654,1.922010762084349,2.0,2.2040542744553044,0,24,24,2.0,1.2764017425764669,3.7012568074526047,543575,25,1.0,2.0,3.0,0.7689359756307752
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF654ZIL/problems/chr6:60000-58087659,2090194,1.0069443808806235,7,1,1.6114023976167977,2.1641171029685227,2.0,2.596617687045164,0,17,17,2.0,1.1432031909489948,2.2236541973551893,2075780,18,1.0,2.0,3.0,0.8032717009310787
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF654ZIL/problems/chr6:62178589-95680543,1138682,1.0061099148499646,7,1,1.4417197491615923,1.9784823391366428,2.0,2.0785558351225646,0,15,15,2.0,0.9935954167115564,1.6967365981554292,1131768,16,1.0,2.0,3.0,0.7548829177632187
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF654ZIL/problems/chr7:62500000-74715724,358964,1.0074429151979165,8,1,1.633801157761317,2.11062464743077,2.0,2.6693062231022195,0,17,17,2.0,1.2106104367415644,2.354502805712688,356313,18,1.0,2.0,3.0,0.8082218246002578
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF654ZIL/problems/chr8:48135599-86500000,1274375,1.005991545526668,6,1,1.4790163468552548,1.9507304311856928,2.0,2.187489354265064,0,66,66,2.0,2.70199364045216,58.71555831759699,1266786,64,1.0,2.0,3.0,0.7671717015724785
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF654ZIL/problems/chr8:87000000-142766515,1948185,1.0062268578178415,7,1,1.483217489215153,2.0319188277646645,2.0,2.199934120313703,0,15,15,2.0,1.0121513565842826,1.6689232847866895,1936130,16,1.0,2.0,3.0,0.7683228357545738
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF717XWS/problems/chr5:100000-17500000,513200,1.006856907426845,8,1,1.963519162079685,2.1472162383805564,2.0,3.855407499854109,0,28,28,2.0,1.8463676590933813,5.569478595102426,509706,29,1.0,2.0,3.0,0.8675378417177952
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF717XWS/problems/chr6:60000-58087659,2012968,1.008015679825495,9,1,2.149837355710104,2.467958328701297,2.0,4.621800656006612,0,23,23,2.0,1.651697011559542,3.982825154283115,1996962,24,1.0,2.0,3.0,0.8891092701941853
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF717XWS/problems/chr6:62178589-95680543,970558,1.0059367971559756,7,1,1.653261217647734,1.970009255506923,2.0,2.733272653778069,0,16,16,2.0,1.486284235993366,3.558153047597446,964831,17,1.0,2.0,3.0,0.8136661041315022
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF717XWS/problems/chr7:62500000-74715724,353061,1.0083510168876757,7,1,2.2609997523316743,2.4780258069675387,2.0,5.112119880043893,0,23,23,2.0,1.780868826323552,4.569463067880959,350138,24,1.0,2.0,3.0,0.8996032426199095
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF717XWS/problems/chr8:48135599-86500000,1103450,1.005776985394381,6,1,1.6775958799969626,1.9551869315193604,2.0,2.814327936582783,0,54,54,2.0,1.969570457591865,15.185107139429643,1097113,53,1.0,2.0,3.0,0.8191708045659877
H3K36me3_TDH_ENCODE/samples/aorta/ENCFF717XWS/problems/chr8:87000000-142766515,1750053,1.0064178762005482,8,1,1.7911403343908487,2.111123507240809,2.0,3.2081836974817617,0,21,21,2.0,1.6091525077913091,4.257595368669903,1738894,22,1.0,2.0,3.0,0.841046243366789
H3K36me3_TDH_ENCODE/samples/colon/ENCFF161KDY/problems/chr5:100000-17500000,542353,1.0059184438072415,6,1,1.5016297217030017,1.9249262282463744,2.0,2.2548918211018343,0,15,15,2.0,1.259352159916404,2.8178792128237,539163,16,1.0,2.0,3.0,0.7741800205706202
H3K36me3_TDH_ENCODE/samples/colon/ENCFF161KDY/problems/chr6:60000-58087659,2020332,1.0066823756391008,7,1,1.6167202294197445,2.120360930818437,2.0,2.6137843002150314,0,22,22,2.0,1.2455722508757752,2.754453202916706,2006922,23,1.0,2.0,3.0,0.8047104385983186
H3K36me3_TDH_ENCODE/samples/colon/ENCFF161KDY/problems/chr6:62178589-95680543,1107752,1.0058219986561825,7,1,1.4371557661332837,1.945079680135399,2.0,2.065416696130145,0,13,13,2.0,1.0452562297017238,1.8917057695000328,1101341,14,1.0,2.0,3.0,0.7535112283835126
H3K36me3_TDH_ENCODE/samples/colon/ENCFF161KDY/problems/chr7:62500000-74715724,355410,1.006858570663675,6,1,1.6197436838442254,2.0815263888495426,2.0,2.6235696013532617,0,16,16,2.0,1.2362763508595491,2.466511675492478,352990,17,1.0,2.0,3.0,0.8053691583424171
H3K36me3_TDH_ENCODE/samples/colon/ENCFF161KDY/problems/chr8:48135599-86500000,1263370,1.0058213872289337,7,1,1.474775815360604,1.9286729365419937,2.0,2.174963705572534,0,66,66,2.0,2.904203111687452,63.86350713703956,1256059,66,1.0,2.0,3.0,0.7659773506463065
H3K36me3_TDH_ENCODE/samples/colon/ENCFF161KDY/problems/chr8:87000000-142766515,1872447,1.0058402159461746,6,1,1.4572525937882592,1.968888189362132,2.0,2.123585122102609,0,16,16,2.0,1.0756071458824052,2.0995749134144908,1861576,17,1.0,2.0,3.0,0.7602890169594324
H3K36me3_TDH_ENCODE/samples/colon/ENCFF496CCH/problems/chr5:100000-17500000,538769,1.0053085885312096,6,1,1.2745943494735554,1.7726528898633205,2.0,1.6245907557099162,0,11,11,2.0,0.7863164481936133,0.8671035310113453,535925,12,1.0,2.0,3.0,0.6871368155850724
