sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr
H3K27me3_RL_cancer/samples/BT245/C19-Rx/problems/chr15:77912000-82829645,1965656,17.76077488841101,383,1,107.2732244666491,119.37217077027331,99.0,11507.544687472082,0,1661,1661,110.0,3.15436732389852,22.284714686851675,110675,971,50.0,99.0,160.0,0.9773911381064956
H3K27me3_RL_cancer/samples/BT245/C19-Rx/problems/chr1:148734147-148954460,231897,32.105357884535515,516,1,503.07792258162215,425.8603266888151,265.5,253087.3961890406,0,5406,5406,434.25,3.8788289704213113,23.68178814007012,7224,1422,127.0,265.5,561.25,0.9953968755915068
H3K27me3_RL_cancer/samples/BT245/C19-Rx/problems/chr1:149004460-149459645,196543,20.897713981924507,1447,1,174.14144102475012,149.11556453327665,108.0,30325.241482176523,0,4505,4505,144.0,7.989827978280268,124.68651033667123,9406,667,50.0,108.0,194.0,0.972440710734484
H3K27me3_RL_cancer/samples/BT245/C19-Rx/problems/chr1:149509645-205922707,20603181,18.06547020402938,65474,1,346.4195137878625,121.60847419581684,75.0,120006.47953301908,0,139978,139978,115.0,243.89832150698672,78051.172422061,1140474,2173,35.0,75.0,150.0,0.955198778924992
H3K27me3_RL_cancer/samples/BT245/C19-Rx/problems/chr20:34947085-61091437,14368169,20.70675526886184,30223,1,253.5652103280765,182.42187150970832,125.0,64295.315888721714,0,55857,55857,185.0,66.63934605695327,10875.223365081352,693889,2309,58.0,125.0,243.0,0.966428639049414
H3K27me3_RL_cancer/samples/BT245/C19-Rx/problems/chr4:9324642-31820917,5931713,16.699595440328153,61545,1,560.6690200286766,74.51320375448337,50.0,314349.75001991657,0,124693,124693,64.0,144.76857609952802,24369.97159366832,355202,1445,25.0,50.0,89.0,0.9368394812396954
H3K27me3_RL_cancer/samples/BT245/C19-Rx/problems/chr7:282484-50370631,23831574,19.805658077025043,156057,1,951.862857607844,153.26190919426364,95.0,906042.8996933708,0,424983,424983,125.0,264.3111025653664,84068.13801775161,1203272,3440,50.0,95.0,175.0,0.9493993641982752
H3K27me3_RL_cancer/samples/BT245/C19-Rx/problems/chr8:7524649-12091854,3002615,23.19481352161419,488,1,287.8861539155117,249.6344619282674,176.0,82878.43761626571,0,3763,3763,233.0,3.9857477421930056,23.94257282467513,129453,2341,82.0,176.0,315.0,0.9939485682261004
H3K27me3_RL_cancer/samples/BT245/C19-Rx/problems/chr9:10000-39663686,12045243,17.05318305504195,1173,1,133.25701233638577,103.0787798990564,68.0,17757.43133681967,0,2722,2722,99.0,4.89066248756111,40.98745303979808,706335,1864,26.0,68.0,125.0,0.9856206194073984
H3K27me3_RL_cancer/samples/BT245/C24-Rx/problems/chr15:77912000-82829645,1774783,20.04838181304716,478,1,286.8858270414039,149.78014368660055,75.0,82303.47775723031,0,5280,5280,122.0,7.314552211531609,75.562535907588,88526,1982,33.0,75.0,155.0,0.9950779020744124
H3K27me3_RL_cancer/samples/BT245/C24-Rx/problems/chr1:148734147-148954460,421489,59.114866760168304,3391,1,2214.339138663761,1041.3469359136166,349.0,4903297.821018167,0,29914,29914,975.0,6.474580926231457,55.71047068247935,7131,2338,141.0,349.0,1116.0,0.9976251453090956
