sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr10:18024675-38818835,2182138,1.317353434,117,1,49.58509035,20.551014,7,2458.681185,0,871,871,8,6.045983791,49.92495677,1656457,843,4,7,12,0.999361419
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr11:69774695-87688378,2217322,1.340291521,177,1,57.82427165,23.4260762,8,3343.646392,0,1342,1342,9,7.074759117,74.50159287,1654359,1068,5,8,14,0.999491671
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr12:145739-7189876,1151921,1.419015121,156,1,64.77409786,30.39898322,10,4195.683753,0,1218,1218,14,5.101530714,37.19318166,811776,878,6,10,20,0.999486207
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr14:19050000-107289540,9541155,1.316942331,303,1,52.73932009,20.83255769,7,2781.435884,0,1140,1140,9,7.056085525,70.36633289,7244931,1101,4,7,13,0.999411615
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr16:46510000-88389383,5380804,1.347376676,167,1,56.01010267,23.76598143,8,3137.131601,0,1102,1102,10,6.150728354,52.54474115,3993542,1041,5,8,15,0.999458711
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr1:206482221-223747846,1922040,1.325192966,113,1,49.70551421,21.24036429,7,2470.638143,0,1130,1130,9,6.344386588,61.61546559,1450386,942,4,7,13,0.999361207
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr3:60000-66170270,7525805,1.310930862,191,1,48.68870149,20.13532478,7,2370.589653,0,1252,1252,9,6.424322459,58.94750772,5740811,1074,4,7,13,0.99935841
ATAC_JV_adipose/samples/AC1/MSC77/problems/chr4:75452279-190000000,9761953,1.254640083,622,1,37.77452465,15.08262464,6,1426.914713,0,829,829,6,7.095546635,68.43459607,7780681,791,4,6,10,0.999094062
ATAC_JV_adipose/samples/AC1/MSC77/problems/chrX:37148256-49242997,1241760,1.259042882,143,1,36.20267278,15.83472646,7,1310.633516,0,666,666,7,6.754591854,62.36282296,986274,599,4,7,11,0.999059687
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr10:18024675-38818835,1327626,1.351920002,203,1,43.33555444,17.91351393,4,1877.970278,0,671,671,8,5.250515038,37.88626196,982031,649,2,4,10,0.999103416
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr11:69774695-87688378,1307908,1.370454157,76,1,50.17234554,19.34286151,5,2517.264257,0,1002,1002,8,6.420349445,57.6506272,954362,849,3,5,11,0.999311642
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr12:145739-7189876,651408,1.465428769,303,1,55.86824433,25.63103856,6,3121.260724,0,944,944,16,4.742039303,33.3117632,444518,720,3,6,19,0.999207092
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr14:19050000-107289540,5775882,1.356608316,150,1,50.17942964,18.33031496,4,2517.975159,0,1001,1001,7,6.517213991,57.80475264,4257591,950,2,4,9,0.999313511
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr16:46510000-88389383,3151216,1.393880175,144,1,50.07914752,20.64857667,5,2507.921016,0,823,823,9,5.320872998,37.83770996,2260752,763,3,5,12,0.999259922
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr1:206482221-223747846,1186756,1.36783554,242,1,44.57653973,18.96757901,5,1987.067894,0,732,732,9,5.336568702,41.24615295,867617,708,2,5,11,0.999130782
ATAC_JV_adipose/samples/AC1/MSC80/problems/chr4:75452279-190000000,6059202,1.279329374,430,1,34.66261692,12.9042883,4,1201.497012,0,810,810,5,6.579100113,58.89709072,4736234,702,2,4,7,0.998882306
ATAC_JV_adipose/samples/AC1/MSC80/problems/chrX:37148256-49242997,700553,1.302561976,74,1,33.68874443,13.75278528,4,1134.931501,0,462,462,6,5.511190959,39.38332697,537828,455,2,4,8,0.998825549
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr10:18024675-38818835,1622966,1.494865036,176,1,62.12603078,24.40205951,6,3859.6437,0,1017,1017,10,5.673803706,44.34298942,1085695,968,3,6,13,0.99936887
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr11:69774695-87688378,1750438,1.534668248,114,1,79.74380739,28.7572291,7,6359.074817,0,1473,1473,12,7.010471263,67.1965234,1140598,1335,4,7,16,0.999552269
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr12:145739-7189876,937640,1.612564256,271,1,84.34441749,34.98393699,8,7113.980762,0,1513,1513,19,5.863669775,50.47652675,581460,1203,4,8,23,0.999495017
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr14:19050000-107289540,7488505,1.525386148,298,1,81.61801037,27.69733501,6,6661.499616,0,1785,1785,11,7.389880105,75.28736165,4909253,1638,3,6,14,0.999553213
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr16:46510000-88389383,4377258,1.552702028,133,1,78.14694436,30.21526439,7,6106.944912,0,1348,1348,13,6.0120406,49.09154319,2819124,1299,4,7,17,0.999520681
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr3:60000-66170270,5806818,1.505444347,221,1,71.02799736,25.92856708,6,5044.976409,0,1830,1830,10,6.720568562,66.98550662,3857213,1430,3,6,13,0.999479657
ATAC_JV_adipose/samples/AC1/MSC83/problems/chr4:75452279-190000000,6758649,1.419336487,630,1,51.95767295,18.3794077,5,2699.599779,0,1214,1214,8,6.947080916,67.33120895,4761838,1088,2,5,10,0.999244462
ATAC_JV_adipose/samples/AC1/MSC83/problems/chrX:37148256-49242997,919637,1.4428168,93,1,58.44256602,21.04512772,5,3415.533523,0,1001,1001,8,6.785716151,63.11459565,637391,930,3,5,11,0.999387308
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr10:18024675-38818835,1551626,1.410651165,220,1,63.92599326,26.06703202,5,4086.532615,0,965,965,13,5.257014447,37.48616712,1099937,932,3,5,16,0.999452142
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr11:69774695-87688378,1568786,1.437276626,105,1,79.65777672,29.23603023,6,6345.361392,0,1468,1468,14,6.538586648,57.93677976,1091500,1271,3,6,17,0.999611171
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr12:145739-7189876,804596,1.535450456,538,1,84.65761727,36.75669352,7,7166.912162,0,1262,1262,22,4.795409514,31.03988176,524014,1061,4,7,26,0.999475979
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr14:19050000-107289540,6880779,1.431371529,533,1,80.42502978,28.30117072,5,6468.185416,0,1618,1618,11,6.882619148,66.48150114,4807124,1526,3,5,14,0.999577911
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr16:46510000-88389383,3882421,1.461636027,184,1,76.93313205,30.90994636,6,5918.706807,0,1174,1174,17,5.459113221,39.75028068,2656217,1132,3,6,20,0.99956424
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr1:206482221-223747846,1353530,1.414732754,196,1,62.51971322,26.16485461,5,3908.714541,0,951,951,13,5.101541268,35.73083238,956740,884,3,5,16,0.999437981
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr3:60000-66170270,5356816,1.421631623,192,1,72.64776463,27.26886765,5,5277.697706,0,1627,1627,11,5.965375394,50.30145841,3768077,1323,3,5,14,0.999553064
ATAC_JV_adipose/samples/AC1/MSC91/problems/chr4:75452279-190000000,6527334,1.320735292,539,1,52.16254552,18.90932557,4,2720.931155,0,1141,1141,7,6.548320441,59.66600252,4942198,1041,2,4,9,0.999362454
ATAC_JV_adipose/samples/AC1/MSC91/problems/chrX:37148256-49242997,833928,1.357777611,161,1,56.97032868,21.84509767,5,3245.61835,0,867,867,9,5.907802074,47.5020034,614187,832,3,5,12,0.999430769
ATAC_JV_adipose/samples/AC2/MSC70/problems/chr10:18024675-38818835,2148150,1.330934761,131,1,31.86660721,14.34314632,7,1015.480655,0,708,708,7,6.785512101,62.02150698,1614017,600,4,7,11,0.998657562
