sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:68270000-75427379,490393,1.0089809640596838,29,1,10.362802848705185,13.164317355548745,12.0,107.38768288113224,0,383,383,11.0,9.63445655392233,258.75349871489834,486029,283,7.0,12.0,18.0,0.9948402425242934
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr4:75452279-190000000,8224196,1.007741559661008,74,1,9.18277045070138,13.714760339947786,12.0,84.32327315027443,0,344,344,11.0,2.208881674622507,29.14834425714314,8161018,336,7.0,12.0,18.0,0.9933913201133188
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr5:100000-17500000,1256582,1.005722600349599,61,1,9.04558088956876,13.814282158387044,12.0,81.82253362973155,0,137,137,11.0,1.3846864619361328,4.363824448386293,1249433,138,7.0,12.0,18.0,0.9933207904929304
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr6:62178589-95680543,2518769,1.009603941624389,46,1,9.19950221782831,14.421453337127875,13.0,84.63084105582801,0,95,95,11.0,1.178262695105619,2.4825931070156875,2494810,96,8.0,13.0,19.0,0.9932381450557832
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr7:62500000-74715724,876315,1.026281395147293,100,1,12.851584423267678,17.253307568438004,15.0,165.1632221883764,0,259,259,15.0,2.3921159395032965,18.94143306246076,853875,252,8.0,15.0,23.0,0.9954662817393182
H3K9me3_TDH_BP/samples/bcell/ERS206573/problems/chr8:48135599-86500000,2731143,1.007956571931337,89,1,11.85867033034747,13.737124688836111,12.0,140.62806200386336,0,807,807,11.0,19.85336260478875,994.5498731650456,2709585,607,7.0,12.0,18.0,0.9960373895003448
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:68270000-75427379,439350,1.0086389171394003,32,1,10.154849486445864,13.255025390965775,12.0,103.1209680923698,0,334,334,11.0,7.479484255410631,168.9329277522818,435588,272,7.0,12.0,18.0,0.9946358199885396
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr4:75452279-190000000,7235330,1.0067515369827609,43,1,9.100520609986274,13.548293129816027,12.0,82.81947537278494,0,300,300,11.0,2.0566999406439064,19.94067308665784,7186809,291,7.0,12.0,18.0,0.9933981205131012
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr5:100000-17500000,1118053,1.004760252921575,45,1,8.685144244534122,13.748792413797442,12.0,75.43173054836417,0,81,81,10.0,1.2275846755734574,2.735874650898821,1112757,82,8.0,12.0,18.0,0.992917680174752
H3K9me3_TDH_BP/samples/bcell/ERS257189/problems/chr6:62178589-95680543,2197995,1.0088640706334977,52,1,8.954250824146708,14.056589666055288,13.0,80.17860782173202,0,84,84,11.0,1.278540178221326,2.8639054991000727,2178684,85,8.0,13.0,19.0,0.992989002681829
