sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr1:13607162-16800000,184103,1.2093501409024323,123,1,26.839950173864345,12.939579857324908,5.0,720.3829253355208,0,301,301,10.0,5.405647370048627,35.79399644433387,152234,297,2.0,5.0,12.0,0.9986215183170734
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr1:149509645-205922707,4756894,1.207224729751507,51,1,12.947677948685367,10.003601958807783,6.0,167.64236426287334,0,263,263,9.0,4.969903333933703,40.5693211571771,3940356,258,3.0,6.0,12.0,0.9947963661383256
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr1:30028082-91800000,4662328,1.1968788867909754,74,1,11.248981519710062,8.387956480017744,6.0,126.5395852307785,0,275,275,7.0,6.3741762263898485,70.43563235424114,3895406,275,3.0,6.0,10.0,0.993270843371567
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr3:60000-66170270,5259714,1.1985113952502189,103,1,10.769604889192564,8.909082747337383,6.0,115.98438946932038,0,286,286,8.0,5.805624628317455,68.92326116648186,4388540,286,3.0,6.0,11.0,0.9926068176416634
H3K27ac_TDH_some/samples/bcell/MS009101/problems/chr3:93504854-194041961,7892669,1.2056895105501877,57,1,11.82682324737886,8.971795341044285,6.0,139.8737481247411,0,311,311,7.0,6.257796340092386,73.2606241689388,6546188,305,3.0,6.0,10.0,0.9937965413611692
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr1:13607162-16800000,170603,1.2220057446153183,18,1,22.480028596971994,11.424697371248476,4.0,505.3516857206786,0,229,229,9.0,4.759584248892819,26.98707263370301,139610,194,2.0,4.0,11.0,0.9982395766372222
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr1:149509645-205922707,4939305,1.2530614264077995,50,1,13.1414698048681,10.1224742762871,6.0,172.69822863226003,0,269,269,9.0,5.016339868258638,43.17316016863344,3941791,226,3.0,6.0,12.0,0.9945680388284088
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr1:30028082-91800000,4761402,1.2335781627688267,157,1,11.787654891689089,8.466206940148416,5.0,138.94880784556165,0,308,308,7.0,6.809625490085158,83.3972458544582,3859831,257,3.0,5.0,10.0,0.9934641716584662
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr3:60000-66170270,5476596,1.2431648130938495,162,1,11.712601680997384,9.184523559558148,6.0,137.18503813770275,0,408,408,8.0,7.725916646772375,137.79238493982083,4405367,354,3.0,6.0,11.0,0.9932663578955248
H3K27ac_TDH_some/samples/bcell/MS012702/problems/chr3:93504854-194041961,8390733,1.2450176564879414,75,1,12.230747566982531,9.204098257276188,6.0,149.5911860472491,0,316,316,8.0,6.315804539516105,77.27693836002783,6739450,273,3.0,6.0,11.0,0.9938083393376272
H3K27ac_TDH_some/samples/bcell/MS012703/problems/chr1:13607162-16800000,143245,1.3883827320836646,16,1,8.330904130732526,5.32533074872789,4.0,69.40396363545625,0,81,81,4.0,4.135779634780003,20.71649067050001,103175,60,1.0,4.0,5.0,0.9840536518775224
H3K27ac_TDH_some/samples/bcell/MS012703/problems/chr1:149509645-205922707,2833431,1.4085424325352145,43,1,7.422139894755783,4.907915367124576,4.0,55.08816061732538,0,185,185,3.0,6.86889344432433,73.41901037354583,2011606,145,2.0,4.0,5.0,0.979316672312852
H3K27ac_TDH_some/samples/bcell/MS012703/problems/chr1:30028082-91800000,2847164,1.3931064042995431,48,1,6.260651326559104,4.237972984015192,2.0,39.19575503274628,0,164,164,3.0,7.416413789703534,85.77146571522255,2043753,130,2.0,2.0,5.0,0.9716488686736556
H3K27ac_TDH_some/samples/bcell/MS012703/problems/chr3:60000-66170270,3190692,1.4011488685432134,25,1,5.849042061665671,4.349546240599192,4.0,34.2112930391342,0,170,170,3.0,6.888330636215283,81.07614661463481,2277198,133,2.0,4.0,5.0,0.9671539894575092
