sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr10:133727527-135524747,58604,1.4804597701149425,12,1,11.603109287047417,10.594351538422677,7.0,134.63214512716596,0,126,126,13.0,2.2722347405607746,8.900266022017188,39586,117,2.0,7.0,15.0,0.9880460573547456
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr1:144810724-145833118,128414,1.5625372643977464,19,1,40.326755870637,24.15280346539472,11.0,1626.247239049956,0,323,323,18.0,3.940321408098947,18.222287798760192,82184,319,5.0,11.0,23.0,0.998860808438065
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr1:206482221-223747846,1147914,1.533240281293201,19,1,11.35233807904541,8.242555624120126,5.0,128.8755798609444,0,214,214,8.0,5.5282911183053285,49.44426495351203,748686,208,2.0,5.0,10.0,0.9862530265504564
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr1:30028082-103863906,4781524,1.5430278821463712,20,1,12.314013557701331,8.441228426284548,5.0,151.6349298992522,0,351,351,8.0,6.751321581053574,82.91773678563014,3098794,336,2.0,5.0,10.0,0.9881599391812104
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr21:14338129-42955559,1919608,1.5555035147782752,20,1,9.506317830847635,7.513037284575666,5.0,90.3700787010917,0,199,199,7.0,5.313083141233335,50.09357661155912,1234076,193,2.0,5.0,9.0,0.9797462846225627
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr2:149790582-234003741,6000330,1.5643837566453322,30,1,14.167722327258137,8.69733897384182,5.0,200.72435594228864,0,333,333,7.0,7.473603588685258,86.66560564621932,3835588,334,3.0,5.0,10.0,0.990738500799926
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr2:21178113-87668206,4399715,1.5436464483832588,26,1,11.960785667053075,8.390903126436298,5.0,143.06039377318228,0,268,268,8.0,5.8072825716202745,55.35147864938793,2850210,260,2.0,5.0,10.0,0.9874443553580357
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr3:60000-66170270,4145226,1.5205823164267491,27,1,9.6049608316925,7.840631544426996,5.0,92.25527257834707,0,222,222,8.0,4.4265842737263705,35.53966490334924,2726079,212,2.0,5.0,10.0,0.9812945540295948
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr6:62178589-95680543,2663003,1.578882368356458,27,1,10.124329684167328,7.909400885429544,5.0,102.5020515537117,0,281,281,7.0,6.697699649621771,86.35960637046546,1686639,260,3.0,5.0,10.0,0.981540570092534
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr9:70835468-92343416,1437314,1.5309907297832477,22,1,8.909707824936042,7.642282709887155,5.0,79.38289352572654,0,174,174,8.0,4.359476779764416,36.83086966947961,938814,174,2.0,5.0,10.0,0.9778842237819368
H3K4me3_PGP_immune/samples/bcell/McGill0091/problems/chr9:92678796-133073060,2430030,1.5204069885301412,22,1,11.192356873940398,8.653117701124398,5.0,125.26885239364088,0,241,241,9.0,4.518595332258402,37.559984055500415,1598277,233,2.0,5.0,11.0,0.9861946640159188
