sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr
H3K36me3_TDH_other/samples/kidney/McGill0023/problems/chr14:19050000-107289540,7517529,1.1880862473798592,11,1,5.65951128237536,7.564715868754256,6.0,32.03006795533399,0,56,56,7.0,1.2642884831698142,1.7930516606254288,6327428,57,3.0,6.0,10.0,0.9743060989803912
H3K36me3_TDH_other/samples/kidney/McGill0023/problems/chr15:29209443-77800000,5072415,1.1929786064600434,17,1,5.6395235699067765,8.372097880190749,7.0,31.80422609553407,0,56,56,7.0,1.1049489617590773,1.3909322994954447,4251892,57,4.0,7.0,11.0,0.9738422840737814
H3K36me3_TDH_other/samples/kidney/McGill0023/problems/chr16:60000-8636921,782734,1.1881532889483926,9,1,6.644951389570993,9.16533365311491,8.0,44.15537896976147,0,100,100,9.0,1.105866810755782,2.659398233022781,658783,96,4.0,8.0,13.0,0.9813430487244704
H3K36me3_TDH_other/samples/kidney/McGill0023/problems/chr16:8686921-32000000,2433099,1.1966033192710706,11,1,6.812064246901544,9.569501199750755,8.0,46.4042193039143,0,71,71,9.0,1.101617701528817,1.5335688284729958,2033339,70,4.0,8.0,13.0,0.9819099304427068
H3K36me3_TDH_other/samples/kidney/McGill0023/problems/chr21:43005559-44632664,179780,1.1921829720356236,9,1,5.753148118260709,8.855722811671088,8.0,33.09871327064674,0,47,47,8.0,0.998208837889971,1.1232525173352323,150800,48,4.0,8.0,12.0,0.9748920478512774
H3K36me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr14:19050000-107289540,5861828,1.1310632422217342,14,1,8.408783324278092,10.14349562756641,8.0,70.70763699465734,0,76,76,12.0,1.187975826355247,1.3994600068351772,5182583,76,3.0,8.0,15.0,0.9898804931585984
H3K36me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr15:29209443-77800000,5333276,1.1441761060422373,12,1,9.256279990930643,12.443546328250134,10.0,85.67871927050301,0,73,73,13.0,0.9740161974834948,0.6290126237854783,4661238,73,5.0,10.0,18.0,0.9913778030353452
H3K36me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr16:60000-8636921,783116,1.1498352587406837,9,1,9.421190365673452,14.39526391599089,13.0,88.7588279062583,0,123,123,13.0,0.755416724955509,1.377097934804001,681069,119,7.0,13.0,20.0,0.9915578450241728
H3K36me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr16:8686921-32000000,2603543,1.1570433154131978,12,1,10.916243850237349,15.130192385464207,13.0,119.16437979784476,0,93,93,16.0,0.8828880678828938,0.7451204342057123,2250170,94,6.0,13.0,22.0,0.9935963601710236
H3K36me3_TDH_other/samples/kidneyCancer/McGill0022/problems/chr21:43005559-44632664,198439,1.1409982922888504,8,1,8.844706606516917,12.421307742729333,11.0,78.228834955364,0,74,74,13.0,1.1139882240668777,1.891079324317134,173918,75,5.0,11.0,18.0,0.9906173422198138
H3K36me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr14:19050000-107289540,4864724,1.3123521328213477,17,1,6.80137979269979,7.632590254594503,6.0,46.25876708454504,0,74,74,8.0,1.5222539775228596,2.936595286385499,3706875,75,3.0,6.0,11.0,0.976114668427614
H3K36me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr15:29209443-77800000,3514872,1.3116197321063738,23,1,6.913680658985374,8.25672401929102,6.0,47.79898025442844,0,67,67,9.0,1.4445537909330866,2.7241703907152948,2679796,67,3.0,6.0,12.0,0.9769103086262924
H3K36me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr16:60000-8636921,330872,1.224132509036557,14,1,5.347547494093792,6.013810989596436,5.0,28.5962642015888,0,47,47,6.0,1.6336644332185468,3.6240647786167166,270292,48,2.0,5.0,8.0,0.9678639941001642
H3K36me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr16:8686921-32000000,1216966,1.2525135881451477,14,1,6.955302803254044,7.622949301167122,6.0,48.376237084953566,0,70,70,8.0,1.690089021181646,3.9573393554789926,971620,71,3.0,6.0,11.0,0.9798477388068269
H3K36me3_TDH_other/samples/skeletalMuscleCtrl/McGill0019/problems/chr21:43005559-44632664,60948,1.234739976904844,12,1,5.218228923609272,5.590190835055306,4.0,27.229913099192373,0,43,43,6.0,1.8124420657818665,4.672822918647584,49362,44,2.0,4.0,8.0,0.9653929867107066
H3K36me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr14:19050000-107289540,8056898,1.126153423818118,15,1,9.964895015001863,12.756282923137844,10.0,99.29913266000896,0,71,71,13.0,1.050098712766991,0.7906226394234674,7154353,72,5.0,10.0,18.0,0.9928901768896006
H3K36me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr15:29209443-77800000,6113985,1.1308582262091926,15,1,9.76074059815566,13.543557838979408,11.0,95.27205702448413,0,74,74,13.0,0.9922330304801952,0.6943880917400702,5406501,75,6.0,11.0,19.0,0.9925024806599786
H3K36me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr16:60000-8636921,663048,1.1218516826557028,11,1,8.988354529665022,12.674890149586062,11.0,80.79051715094973,0,70,70,12.0,0.9305504902194834,0.8770688693951341,591031,71,6.0,11.0,18.0,0.9913481050410112
H3K36me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr16:8686921-32000000,2524082,1.136898080668496,12,1,11.389290120834854,15.13750203252124,13.0,129.7159294565464,0,110,110,16.0,1.0347418674647773,1.240849573608655,2220149,111,6.0,13.0,22.0,0.994403939000744
H3K36me3_TDH_other/samples/skeletalMuscleCtrl/McGill0036/problems/chr21:43005559-44632664,129272,1.1103075694199898,6,1,8.345761595681779,10.676226058575969,9.0,69.65173661195688,0,65,65,11.0,1.1249513150745112,1.3016761712052585,116430,66,4.0,9.0,15.0,0.9902479058574896
H3K36me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr14:19050000-107289540,6865727,1.0850025695955845,10,1,7.061279372584814,9.667608166761354,8.0,49.86166637769179,0,59,59,10.0,0.955936353404689,0.6451456043717689,6327845,60,4.0,8.0,14.0,0.9872577645713626
H3K36me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr15:29209443-77800000,5081298,1.0878410650583292,10,1,6.816435940298742,10.1551534855322,9.0,46.4637989281964,0,51,51,9.0,0.8890143592291374,0.5236339664671803,4670994,52,5.0,9.0,14.0,0.986227347877018
H3K36me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr16:60000-8636921,748083,1.0930525805160156,7,1,6.716348666970125,11.233397477202626,11.0,45.10933941631138,0,70,70,9.0,0.6735782543501221,0.7720099072179374,684399,71,6.0,11.0,15.0,0.9856227051026548
H3K36me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr16:8686921-32000000,2252002,1.095196410560174,11,1,7.924013343259097,11.649073680064,10.0,62.78998746414822,0,82,82,12.0,0.8307970615304687,0.6289592134167807,2056255,81,5.0,10.0,17.0,0.98960852542709
H3K36me3_TDH_other/samples/skeletalMuscleCtrl/McGill0037/problems/chr21:43005559-44632664,136003,1.0786013387050726,6,1,6.239461387798422,8.81723807031318,8.0,38.93087840982741,0,46,46,8.0,0.9771482578676016,0.8829496034516744,126093,47,4.0,8.0,12.0,0.9839625103422752
H3K36me3_TDH_other/samples/skeletalMuscleMD/McGill0012/problems/chr14:19050000-107289540,3698314,1.046369944966972,7,1,3.935649136135985,5.08495924654201,4.0,15.489334122767929,0,40,40,5.0,1.1689107704679589,1.521507616134472,3534424,41,2.0,4.0,7.0,0.9630742228189793
H3K36me3_TDH_other/samples/skeletalMuscleMD/McGill0012/problems/chr15:29209443-77800000,2669420,1.0484834535358063,7,1,3.895937934361663,5.437323422819398,5.0,15.17833238839822,0,37,37,6.0,1.0483564071111788,1.1552712083008276,2545983,38,2.0,5.0,8.0,0.9620970068888316
H3K36me3_TDH_other/samples/skeletalMuscleMD/McGill0012/problems/chr16:60000-8636921,369238,1.0458725990884965,5,1,3.74586307297616,5.408781908204077,5.0,14.031490161486396,0,31,31,5.0,0.9277024615197628,0.924073392685306,353044,32,3.0,5.0,8.0,0.9592999513925332
H3K36me3_TDH_other/samples/skeletalMuscleMD/McGill0012/problems/chr16:8686921-32000000,1150558,1.0510124105474123,6,1,4.4762606278752255,6.029224044614352,5.0,20.036909208665907,0,38,38,6.0,1.0574335147962337,1.2439760719441373,1094715,39,3.0,5.0,9.0,0.9710877329261768
H3K36me3_TDH_other/samples/skeletalMuscleMD/McGill0012/problems/chr21:43005559-44632664,70960,1.0453895903003874,4,1,3.7001409337226,4.902445492044785,4.0,13.691042929409557,0,31,31,5.0,1.1297868869142282,1.5024502128721098,67880,32,2.0,4.0,7.0,0.9583331521856328
H3K36me3_TDH_other/samples/skeletalMuscleMD/McGill0013/problems/chr14:19050000-107289540,6805896,1.1424001949797744,10,1,7.437944121270689,9.683534585236664,8.0,55.32301275114521,0,67,67,10.0,1.1300677767324347,1.2723534616994718,5957542,68,4.0,8.0,14.0,0.9867132611823254
H3K36me3_TDH_other/samples/skeletalMuscleMD/McGill0013/problems/chr15:29209443-77800000,5001081,1.1457290611153277,12,1,7.258707072557601,10.277050422705452,9.0,52.688828365197736,0,66,66,9.0,1.042828566326168,1.088652790243838,4364978,67,5.0,9.0,14.0,0.98593797100373
H3K36me3_TDH_other/samples/skeletalMuscleMD/McGill0013/problems/chr16:60000-8636921,825590,1.1448893301844798,9,1,7.595349008320847,11.79820415747944,11.0,57.68932655820047,0,134,134,10.0,0.9303441180384192,3.247342083988796,721110,122,6.0,11.0,16.0,0.9871837669520755
H3K36me3_TDH_other/samples/skeletalMuscleMD/McGill0013/problems/chr16:8686921-32000000,2324734,1.1491063131462915,10,1,8.486407942668231,11.911500330436596,10.0,72.01911976938244,0,81,81,12.0,0.9497434517447167,0.9319884723403952,2023081,82,5.0,10.0,17.0,0.9896246523597898
H3K36me3_TDH_other/samples/skeletalMuscleMD/McGill0013/problems/chr21:43005559-44632664,153854,1.135277927406085,11,1,6.93361799671768,9.636265698558168,8.0,48.0750585244073,0,55,55,10.0,1.0416738259694454,1.1567448229515191,135522,56,4.0,8.0,14.0,0.984986497340216
H3K36me3_TDH_other/samples/skeletalMuscleMD/McGill0016/problems/chr14:19050000-107289540,7956171,1.149837052110085,9,1,6.990441222261482,9.984895347003803,9.0,48.86626848189261,0,73,73,9.0,0.9742728083623629,0.9065560620374002,6919391,72,5.0,9.0,14.0,0.9846936830551308
H3K36me3_TDH_other/samples/skeletalMuscleMD/McGill0016/problems/chr15:29209443-77800000,5874766,1.1526679783733216,14,1,6.793190542165536,10.547451482527118,9.0,46.14743774216728,0,58,58,9.0,0.9286222653006514,0.8332800417406423,5096669,59,5.0,9.0,14.0,0.9836866682967668
H3K36me3_TDH_other/samples/skeletalMuscleMD/McGill0016/problems/chr16:60000-8636921,872706,1.1458639153166827,10,1,6.854876243928444,11.608382187850816,11.0,46.989328319574525,0,94,94,10.0,0.7210802003465764,1.3903892386211965,761615,93,6.0,11.0,16.0,0.9842278797919348
H3K36me3_TDH_other/samples/skeletalMuscleMD/McGill0016/problems/chr16:8686921-32000000,2570700,1.1521793790951176,8,1,8.002171626470522,11.859510103246556,10.0,64.03475073948988,0,82,82,11.0,0.928706869469635,1.0804093067952305,2231164,81,6.0,10.0,17.0,0.988250865859076
H3K36me3_TDH_other/samples/skeletalMuscleMD/McGill0016/problems/chr21:43005559-44632664,165318,1.1375117832839066,8,1,6.318030012254425,9.327012261411644,8.0,39.91750323574765,0,45,45,9.0,0.9263812811705472,0.8155271922110567,145334,46,4.0,8.0,13.0,0.9818114385501668
