sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:18024675-38818835,1336653,1.121081382114571,10,1,6.432882311042527,6.958441318806666,5.0,41.381974827723845,0,59,59,8.0,1.593819751681773,2.7219391981838337,1192290,60,2.0,5.0,10.0,0.9831354986476972
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr10:51448845-125869472,4887660,1.1236723283337775,9,1,6.815171771427947,7.468905706825794,5.0,46.44656627406834,0,75,75,8.0,1.4449661173239217,1.999791663994417,4349721,76,3.0,5.0,11.0,0.9848784446809952
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,2225444,1.1204751276457448,9,1,6.787203792676936,6.847208334466171,4.0,46.06613532332818,0,53,53,7.0,1.6088495641285152,2.388423885771682,1986162,54,2.0,4.0,9.0,0.9848692865996168
H3K36me3_TDH_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,1780236,1.1226658897335091,12,1,6.603681878108685,6.84929019759441,5.0,43.60861434726105,0,94,94,7.0,1.803829963603616,3.8631786610292966,1585723,91,2.0,5.0,9.0,0.983923084035541
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,1083708,1.5059385261449398,18,1,8.916734058924954,8.480213278045202,5.0,79.50814627759227,0,95,95,10.0,1.8920244124492889,4.623242464550145,719624,96,2.0,5.0,12.0,0.9797122913782776
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,3987860,1.4986095661846497,22,1,9.1746638767005,8.947002695561624,6.0,84.17445725043305,0,90,90,11.0,1.7260312615731417,3.5127995563262924,2661041,89,2.0,6.0,13.0,0.9810445571843522
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,1771912,1.4943234814406263,18,1,8.915492763390766,8.279229491896778,5.0,79.48601121407313,0,79,79,10.0,1.8038047382624145,3.715527504911312,1185763,79,2.0,5.0,12.0,0.9801194575267674
H3K36me3_TDH_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,1513590,1.5207313544404524,24,1,9.283605695893662,8.634224684895585,5.0,86.18533471682926,0,109,109,10.0,1.938682866976518,4.843195858535374,995305,108,2.0,5.0,12.0,0.9807864910950382
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,1319658,1.4834768669392324,16,1,14.338444932976286,13.839441888908372,8.0,205.59100309599333,0,151,151,18.0,1.6020279879090975,3.220034467446343,889572,152,3.0,8.0,21.0,0.9928037328220248
H3K36me3_TDH_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,5116555,1.4886797256308235,17,1,15.815830906536783,15.923956117237944,10.0,250.1405072641641,0,169,169,20.0,1.3556514793012764,1.710106212204289,3436976,165,4.0,10.0,24.0,0.9940299429556712
