sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr15:29209443-82829645,3144170,1.5204188856377023,27,1,12.660381221611308,8.743099009460513,5.0,160.28525267652824,0,250,250,8.0,5.201696329668789,43.32937039488101,2067964,249,2.0,5.0,10.0,0.9892321175183733
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr16:46385801-88389383,2826680,1.8518351097108856,239,1,403.09703011376297,53.14308821544763,5.0,162487.21568653593,0,10086,10086,8.0,12.704351423367214,197.7995683524062,1526422,6623,2.0,5.0,10.0,0.999950462878344
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr17:396626-21566608,970634,1.4691661495148864,19,1,11.662291935547522,8.708012005975743,5.0,136.00905318993676,0,226,226,9.0,4.073629809085886,29.6886943508065,660671,215,2.0,5.0,11.0,0.9883182599558638
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr18:10000-15410898,993459,1.537667045359567,26,1,18.93562680440212,8.743953950189063,5.0,358.557962475592,0,917,917,8.0,19.106732636589165,604.3753154054772,646083,567,2.0,5.0,10.0,0.995007770844224
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr18:18510898-52059136,2261483,1.5682993792636184,187,1,44.13087741643108,8.686697207624421,5.0,1947.5343415440664,0,3347,3347,7.0,43.94737429207812,2491.4402488147384,1441998,1323,2.0,5.0,9.0,0.9988605457953004
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr19:20573415-24631782,577132,1.5853097102046425,26,1,14.843846851075911,16.412612518575695,12.0,220.33978933819623,0,271,271,17.0,2.292374000763701,14.665802967114471,364051,204,6.0,12.0,23.0,0.9913345880214866
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr1:30028082-103863906,4781524,1.5430278821463712,20,1,12.314013557701331,8.441228426284548,5.0,151.6349298992522,0,351,351,8.0,6.751321581053574,82.91773678563014,3098794,336,2.0,5.0,10.0,0.9881599391812104
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr21:14338129-42955559,1919608,1.5555035147782752,20,1,9.506317830847635,7.513037284575666,5.0,90.3700787010917,0,199,199,7.0,5.313083141233335,50.09357661155912,1234076,193,2.0,5.0,9.0,0.9797462846225627
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr22:16847850-20509431,159212,1.6449219960739745,332,1,142.65215712843002,17.97128865287062,5.0,20349.63793339429,0,4932,4932,10.0,23.44265650098994,634.1367094610922,96791,785,2.0,5.0,12.0,0.9996473642774344
H3K4me3_XJ_immune/samples/bcell/McGill0091/problems/chr22:20609431-50364777,1124750,1.4482163665509982,46,1,12.680489878182923,8.273797843547769,4.0,160.79482355069962,0,544,544,8.0,7.693078439774771,163.61599580706925,776646,305,2.0,4.0,10.0,0.9903992524500717
H3K4me3_XJ_immune/samples/bcell/McGill0322/problems/chr15:29209443-82829645,2826900,1.096743832004094,10,1,5.577312160169084,4.992828433312383,4.0,31.106410931969936,0,86,86,4.0,3.6751829131696887,19.059457593904288,2577540,87,2.0,4.0,6.0,0.978937637047643
H3K4me3_XJ_immune/samples/bcell/McGill0322/problems/chr16:46385801-88389383,2597330,1.2625577424038632,122,1,226.39199257802105,26.993399760256427,4.0,51253.33430344672,0,6482,6482,4.0,14.165530586835771,239.4702348240708,2057198,4813,2.0,4.0,6.0,0.9999490127665308
H3K4me3_XJ_immune/samples/bcell/McGill0322/problems/chr17:396626-21566608,1095906,1.0960473901133243,9,1,6.591377774255318,5.665643202329898,4.0,43.44626096294699,0,71,71,5.0,3.08006409996588,12.502836644708433,999872,72,2.0,4.0,7.0,0.9849368337548045
H3K4me3_XJ_immune/samples/bcell/McGill0322/problems/chr18:10000-15410898,905444,1.109391138779876,35,1,26.54934111097346,5.882794389362922,4.0,704.8675134268256,0,1649,1649,4.0,34.4961951362288,1500.95915243478,816164,855,2.0,4.0,6.0,0.9989653433336376
